"scaffold_name","GeneID","TranscriptID","Feature","Contig","Start","Stop","Strand","Name","Product","Alias.Synonyms","EC_number","BUSCO","PFAM","InterPro","EggNog","COG","GO.Terms","Secreted","Membrane","Protease","CAZyme","Notes","begin","end","pos.mean","pos.begin","pos.end","pos.scaffold","window","variable","value","analysis","i.begin","i.end"
"CCBN010000017.1","gene-BN980_GECA17s00136r","gene-BN980_GECA17s00136r-T1","tRNA","CCBN010000017.1",24847,24938,"-","","tRNA-Arg",NA,"","","","","","","",NA,NA,"","","",24847,24938,23.7505,20.001,27.5,17,4045,"Cheese_1_Wild",0.0214540510697032,"dxy",20001,27500
"CCBN010000017.1","gene-BN980_GECA17s00153g","gene-BN980_GECA17s00153g-T1","mRNA","CCBN010000017.1",26233,26892,"-","ctr4","copper transporter complex subunit Ctr4",NA,"","","PF04145","IPR007274 Ctr copper transporter","ENOG503P3B6","P:(P) Inorganic ion transport and metabolism","GO_component: GO:0016021 - integral component of membrane [Evidence IEA];GO_function: GO:0005375 - copper ion transmembrane transporter activity [Evidence IEA];GO_process: GO:0035434 - copper ion transmembrane transport [Evidence IEA]",NA,NA,"","","",26233,26892,23.7505,20.001,27.5,17,4045,"Cheese_1_Wild",0.0214540510697032,"dxy",20001,27500
"CCBN010000017.1","gene-BN980_GECA17s00054g","gene-BN980_GECA17s00054g-T1","mRNA","CCBN010000017.1",9574,12363,"-","","hypothetical protein",NA,"","","PF01585;PF07842;PF12656","IPR000467 G-patch domain;IPR022783 GCF, C-terminal","ENOG503NVV9","A:(A) RNA processing and modification","GO_function: GO:0003676 - nucleic acid binding [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YLR424W SPP382 Essential protein that forms a dimer with Ntr2p,also forms a trimer, with Ntr2p and Prp43p, that is involved in spliceosome disassembly",9574,12363,13.7505,10.001,17.5,17,4043,"Cheese_3_Mixed-origin",0.0128122222222222,"dxy",10001,17500
"CCBN010000017.1","gene-BN980_GECA17s00065g","gene-BN980_GECA17s00065g-T1","mRNA","CCBN010000017.1",12765,13142,"-","","Hypothetical protein, no similarity",NA,"","","","IPR022576 Protein of unknown function DUF2633","","","",NA,NA,"","","",12765,13142,13.7505,10.001,17.5,17,4043,"Cheese_3_Mixed-origin",0.0128122222222222,"dxy",10001,17500
"CCBN010000017.1","gene-BN980_GECA17s00076g","gene-BN980_GECA17s00076g-T1","mRNA","CCBN010000017.1",13569,17326,"-","","hypothetical protein",NA,"","","PF00004","IPR003959 ATPase, AAA-type, core;IPR027417 P-loop containing nucleoside triphosphate hydrolase","ENOG503NWTJ","L:(L) Replication, recombination and repair","GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0016887 - ATPase [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YOR144C ELG1 Subunit of an alternative replication factor C complex important for DNA replication and genome integrity",13569,17326,13.7505,10.001,17.5,17,4043,"Cheese_3_Mixed-origin",0.0128122222222222,"dxy",10001,17500
"CCBN010000017.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.7505,240.001,247.5,17,4089,"Cheese_3_Mixed-origin",0.0114056741326307,"dxy",240001,247500
"CCBN010000017.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.7505,240.001,247.5,17,4089,"Cheese_3_Wild",0.0203373235460192,"dxy",240001,247500
"CCBN010000017.1","gene-BN980_GECA17s01682g","gene-BN980_GECA17s01682g-T1","mRNA","CCBN010000017.1",396346,400016,"+","KEL2_2","Negative regulator of mitotic exit",NA,"","EOG093409V5","PF01344;PF07646;PF13415;PF13418;PF13854;PF13964","IPR006652 Kelch repeat type 1;IPR015915 Kelch-type beta propeller","ENOG503NXSA","S:(S) Function unknown","GO_function: GO:0005515 - protein binding [Evidence IEA]",NA,NA,"","","",396346,400016,403.7505,400.001,407.5,17,4121,"Cheese_3_Wild",0.016955873015873,"dxy",400001,407500
"CCBN010000017.1","gene-BN980_GECA17s01704g","gene-BN980_GECA17s01704g-T1","mRNA","CCBN010000017.1",403146,403922,"+","FSH3_2","Family of serine hydrolases 3",NA,"1.5.1.3","","PF03959","IPR005645 Serine hydrolase FSH;IPR029058 Alpha/Beta hydrolase fold","ENOG503NX5C","E:(E) Amino acid transport and metabolism","",NA,NA,"","","",403146,403922,403.7505,400.001,407.5,17,4121,"Cheese_3_Wild",0.016955873015873,"dxy",400001,407500
"CCBN010000017.1","gene-BN980_GECA17s01715g","gene-BN980_GECA17s01715g-T1","mRNA","CCBN010000017.1",404490,405494,"-","","Conserved hypothetical protein. Putative Chaperone protein",NA,"","","PF00226","IPR001623 DnaJ domain;IPR018253 DnaJ domain, conserved site;IPR036869 Chaperone J-domain superfamily","ENOG503P4MY","O:(O) Posttranslational modification, protein turnover, chaperones","",NA,NA,"","","",404490,405494,403.7505,400.001,407.5,17,4121,"Cheese_3_Wild",0.016955873015873,"dxy",400001,407500
"CCBN010000017.1","gene-BN980_GECA17s00054g","gene-BN980_GECA17s00054g-T1","mRNA","CCBN010000017.1",9574,12363,"-","","hypothetical protein",NA,"","","PF01585;PF07842;PF12656","IPR000467 G-patch domain;IPR022783 GCF, C-terminal","ENOG503NVV9","A:(A) RNA processing and modification","GO_function: GO:0003676 - nucleic acid binding [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YLR424W SPP382 Essential protein that forms a dimer with Ntr2p,also forms a trimer, with Ntr2p and Prp43p, that is involved in spliceosome disassembly",9574,12363,13.7505,10.001,17.5,17,4043,"Mixed-origin_Cheese clade",0.0119764502164502,"dxy",10001,17500
"CCBN010000017.1","gene-BN980_GECA17s00065g","gene-BN980_GECA17s00065g-T1","mRNA","CCBN010000017.1",12765,13142,"-","","Hypothetical protein, no similarity",NA,"","","","IPR022576 Protein of unknown function DUF2633","","","",NA,NA,"","","",12765,13142,13.7505,10.001,17.5,17,4043,"Mixed-origin_Cheese clade",0.0119764502164502,"dxy",10001,17500
"CCBN010000017.1","gene-BN980_GECA17s00076g","gene-BN980_GECA17s00076g-T1","mRNA","CCBN010000017.1",13569,17326,"-","","hypothetical protein",NA,"","","PF00004","IPR003959 ATPase, AAA-type, core;IPR027417 P-loop containing nucleoside triphosphate hydrolase","ENOG503NWTJ","L:(L) Replication, recombination and repair","GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0016887 - ATPase [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YOR144C ELG1 Subunit of an alternative replication factor C complex important for DNA replication and genome integrity",13569,17326,13.7505,10.001,17.5,17,4043,"Mixed-origin_Cheese clade",0.0119764502164502,"dxy",10001,17500
"CCBN010000017.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.7505,240.001,247.5,17,4089,"Mixed-origin_Cheese clade",0.0128726340700235,"dxy",240001,247500
"CCBN010000017.1","gene-BN980_GECA17s00054g","gene-BN980_GECA17s00054g-T1","mRNA","CCBN010000017.1",9574,12363,"-","","hypothetical protein",NA,"","","PF01585;PF07842;PF12656","IPR000467 G-patch domain;IPR022783 GCF, C-terminal","ENOG503NVV9","A:(A) RNA processing and modification","GO_function: GO:0003676 - nucleic acid binding [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YLR424W SPP382 Essential protein that forms a dimer with Ntr2p,also forms a trimer, with Ntr2p and Prp43p, that is involved in spliceosome disassembly",9574,12363,13.7505,10.001,17.5,17,4043,"Mixed-origin_Wild",0.0190552380952381,"dxy",10001,17500
"CCBN010000017.1","gene-BN980_GECA17s00065g","gene-BN980_GECA17s00065g-T1","mRNA","CCBN010000017.1",12765,13142,"-","","Hypothetical protein, no similarity",NA,"","","","IPR022576 Protein of unknown function DUF2633","","","",NA,NA,"","","",12765,13142,13.7505,10.001,17.5,17,4043,"Mixed-origin_Wild",0.0190552380952381,"dxy",10001,17500
"CCBN010000017.1","gene-BN980_GECA17s00076g","gene-BN980_GECA17s00076g-T1","mRNA","CCBN010000017.1",13569,17326,"-","","hypothetical protein",NA,"","","PF00004","IPR003959 ATPase, AAA-type, core;IPR027417 P-loop containing nucleoside triphosphate hydrolase","ENOG503NWTJ","L:(L) Replication, recombination and repair","GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0016887 - ATPase [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YOR144C ELG1 Subunit of an alternative replication factor C complex important for DNA replication and genome integrity",13569,17326,13.7505,10.001,17.5,17,4043,"Mixed-origin_Wild",0.0190552380952381,"dxy",10001,17500
"CCBN010000017.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.7505,240.001,247.5,17,4089,"Mixed-origin_Wild",0.0201650793650794,"dxy",240001,247500
"CCBN010000017.1","gene-BN980_GECA17s00054g","gene-BN980_GECA17s00054g-T1","mRNA","CCBN010000017.1",9574,12363,"-","","hypothetical protein",NA,"","","PF01585;PF07842;PF12656","IPR000467 G-patch domain;IPR022783 GCF, C-terminal","ENOG503NVV9","A:(A) RNA processing and modification","GO_function: GO:0003676 - nucleic acid binding [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YLR424W SPP382 Essential protein that forms a dimer with Ntr2p,also forms a trimer, with Ntr2p and Prp43p, that is involved in spliceosome disassembly",9574,12363,13.7505,10.001,17.5,17,4043,"Wild_Cheese clade",0.0172987012987013,"dxy",10001,17500
"CCBN010000017.1","gene-BN980_GECA17s00065g","gene-BN980_GECA17s00065g-T1","mRNA","CCBN010000017.1",12765,13142,"-","","Hypothetical protein, no similarity",NA,"","","","IPR022576 Protein of unknown function DUF2633","","","",NA,NA,"","","",12765,13142,13.7505,10.001,17.5,17,4043,"Wild_Cheese clade",0.0172987012987013,"dxy",10001,17500
"CCBN010000017.1","gene-BN980_GECA17s00076g","gene-BN980_GECA17s00076g-T1","mRNA","CCBN010000017.1",13569,17326,"-","","hypothetical protein",NA,"","","PF00004","IPR003959 ATPase, AAA-type, core;IPR027417 P-loop containing nucleoside triphosphate hydrolase","ENOG503NWTJ","L:(L) Replication, recombination and repair","GO_function: GO:0005524 - ATP binding [Evidence IEA];GO_function: GO:0016887 - ATPase [Evidence IEA]",NA,NA,"","","similar to Saccharomyces cerevisiae YOR144C ELG1 Subunit of an alternative replication factor C complex important for DNA replication and genome integrity",13569,17326,13.7505,10.001,17.5,17,4043,"Wild_Cheese clade",0.0172987012987013,"dxy",10001,17500
"CCBN010000017.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.7505,240.001,247.5,17,4089,"Wild_Cheese clade",0.0185995097700962,"dxy",240001,247500
"CCBN010000018.1","gene-BN980_GECA18s00670g","gene-BN980_GECA18s00670g-T1","mRNA","CCBN010000018.1",121401,123736,"+","","Hypothetical protein, no similarity",NA,"","","PF08573","IPR013882 DNA endonuclease Ctp1, C-terminal","ENOG503P4EQ","S:(S) Function unknown","GO_function: GO:0004519 - endonuclease activity [Evidence IEA];GO_process: GO:0006281 - DNA repair [Evidence IEA]",NA,NA,"","","",121401,123736,123.7505,120.001,127.5,18,4185,"Cheese_1_Cheese_3",0.0111409052720017,"dxy",120001,127500
"CCBN010000018.1","gene-BN980_GECA18s00681g","gene-BN980_GECA18s00681g-T1","mRNA","CCBN010000018.1",124429,125181,"-","NRG1_2","transcriptional repressor",NA,"","","PF00096","IPR013087 Zinc finger C2H2-type;IPR036236 Zinc finger C2H2 superfamily","ENOG503P6MW","S:(S) Function unknown","",NA,NA,"","","",124429,125181,123.7505,120.001,127.5,18,4185,"Cheese_1_Cheese_3",0.0111409052720017,"dxy",120001,127500
"CCBN010000018.1","gene-BN980_GECA18s00681g","gene-BN980_GECA18s00681g-T1","mRNA","CCBN010000018.1",124429,125181,"-","NRG1_2","transcriptional repressor",NA,"","","PF00096","IPR013087 Zinc finger C2H2-type;IPR036236 Zinc finger C2H2 superfamily","ENOG503P6MW","S:(S) Function unknown","",NA,NA,"","","",124429,125181,128.7505,125.001,132.5,18,4186,"Cheese_1_Cheese_3",0.0108546698872786,"dxy",125001,132500
"CCBN010000018.1","gene-BN980_GECA18s00164g","gene-BN980_GECA18s00164g-T1","mRNA","CCBN010000018.1",29061,30503,"+","","hypothetical protein",NA,"","","","","ENOG503P244","S:(S) Function unknown","",NA,NA,"","","",29061,30503,33.7505,30.001,37.5,18,4167,"Cheese_1_Mixed-origin",0.0204524476650564,"dxy",30001,37500
"CCBN010000018.1","gene-BN980_GECA18s00175g","gene-BN980_GECA18s00175g-T1","mRNA","CCBN010000018.1",30812,33151,"-","FLC1","to Saccharomyces cerevisiae FLC3 (YGL139W) and flc1 (YPL221W)",NA,"","","PF02221;PF06011;PF14558","IPR003172 MD-2-related lipid-recognition domain;IPR010308 TRP, C-terminal;IPR032800 ML-like domain;IPR040241 Transient receptor potential channel Flc/Pkd2-like","ENOG503NW1I","U:(U) Intracellular trafficking, secretion, and vesicular transport","",NA,NA,"","","",30812,33151,33.7505,30.001,37.5,18,4167,"Cheese_1_Mixed-origin",0.0204524476650564,"dxy",30001,37500
"CCBN010000018.1","gene-BN980_GECA18s00197g","gene-BN980_GECA18s00197g-T1","mRNA","CCBN010000018.1",34902,36959,"+","AVO2","Target of rapamycin complex 2 subunit avo2",NA,"","","PF00023;PF12796;PF13637;PF13857","IPR002110 Ankyrin repeat;IPR020683 Ankyrin repeat-containing domain;IPR036770 Ankyrin repeat-containing domain superfamily","ENOG503P2K8","K:(K) Transcription;L:(L) Replication, recombination and repair;T:(T) Signal transduction mechanisms","GO_function: GO:0005515 - protein binding [Evidence IEA]",NA,NA,"","","",34902,36959,33.7505,30.001,37.5,18,4167,"Cheese_1_Mixed-origin",0.0204524476650564,"dxy",30001,37500
"CCBN010000018.1","gene-BN980_GECA18s01264g","gene-BN980_GECA18s01264g-T1","mRNA","CCBN010000018.1",249702,251348,"+","","Conserved hypothetical protein. Putative type 2C phosphatase protein",NA,"3.1.3.16","","PF07228;PF13672","IPR001932 PPM-type phosphatase domain;IPR036457 PPM-type phosphatase domain superfamily;IPR039123 Protein phosphatase 2C","ENOG503NY5Q","T:(T) Signal transduction mechanisms","GO_function: GO:0016791 - phosphatase activity [Evidence IEA]",NA,NA,"","","",249702,251348,253.7505,250.001,257.5,18,4211,"Cheese_1_Mixed-origin",0.0200933333333333,"dxy",250001,257500
"CCBN010000018.1","gene-BN980_GECA18s01308g","gene-BN980_GECA18s01308g-T1","mRNA","CCBN010000018.1",256888,257343,"-","","Conserved hypothetical protein. Putative sterol carrier protein",NA,"","","PF02036","IPR003033 SCP2 sterol-binding domain;IPR036527 SCP2 sterol-binding domain superfamily;IPR039543 Lipid-binding protein POX18/UbiT/NSL-TP1","ENOG503P46E","S:(S) Function unknown","",NA,NA,"","","",256888,257343,253.7505,250.001,257.5,18,4211,"Cheese_1_Mixed-origin",0.0200933333333333,"dxy",250001,257500
"CCBN010000018.1","gene-BN980_GECA18s00681g","gene-BN980_GECA18s00681g-T1","mRNA","CCBN010000018.1",124429,125181,"-","NRG1_2","transcriptional repressor",NA,"","","PF00096","IPR013087 Zinc finger C2H2-type;IPR036236 Zinc finger C2H2 superfamily","ENOG503P6MW","S:(S) Function unknown","",NA,NA,"","","",124429,125181,128.7505,125.001,132.5,18,4186,"Cheese_1_Wild",0.0206489440993789,"dxy",125001,132500
"CCBN010000018.1","gene-BN980_GECA18s01264g","gene-BN980_GECA18s01264g-T1","mRNA","CCBN010000018.1",249702,251348,"+","","Conserved hypothetical protein. Putative type 2C phosphatase protein",NA,"3.1.3.16","","PF07228;PF13672","IPR001932 PPM-type phosphatase domain;IPR036457 PPM-type phosphatase domain superfamily;IPR039123 Protein phosphatase 2C","ENOG503NY5Q","T:(T) Signal transduction mechanisms","GO_function: GO:0016791 - phosphatase activity [Evidence IEA]",NA,NA,"","","",249702,251348,253.7505,250.001,257.5,18,4211,"Cheese_1_Wild",0.0277857142857143,"dxy",250001,257500
"CCBN010000018.1","gene-BN980_GECA18s01308g","gene-BN980_GECA18s01308g-T1","mRNA","CCBN010000018.1",256888,257343,"-","","Conserved hypothetical protein. Putative sterol carrier protein",NA,"","","PF02036","IPR003033 SCP2 sterol-binding domain;IPR036527 SCP2 sterol-binding domain superfamily;IPR039543 Lipid-binding protein POX18/UbiT/NSL-TP1","ENOG503P46E","S:(S) Function unknown","",NA,NA,"","","",256888,257343,253.7505,250.001,257.5,18,4211,"Cheese_1_Wild",0.0277857142857143,"dxy",250001,257500
"CCBN010000018.1","gene-BN980_GECA18s00164g","gene-BN980_GECA18s00164g-T1","mRNA","CCBN010000018.1",29061,30503,"+","","hypothetical protein",NA,"","","","","ENOG503P244","S:(S) Function unknown","",NA,NA,"","","",29061,30503,33.7505,30.001,37.5,18,4167,"Cheese_3_Mixed-origin",0.0204925925925926,"dxy",30001,37500
"CCBN010000018.1","gene-BN980_GECA18s00175g","gene-BN980_GECA18s00175g-T1","mRNA","CCBN010000018.1",30812,33151,"-","FLC1","to Saccharomyces cerevisiae FLC3 (YGL139W) and flc1 (YPL221W)",NA,"","","PF02221;PF06011;PF14558","IPR003172 MD-2-related lipid-recognition domain;IPR010308 TRP, C-terminal;IPR032800 ML-like domain;IPR040241 Transient receptor potential channel Flc/Pkd2-like","ENOG503NW1I","U:(U) Intracellular trafficking, secretion, and vesicular transport","",NA,NA,"","","",30812,33151,33.7505,30.001,37.5,18,4167,"Cheese_3_Mixed-origin",0.0204925925925926,"dxy",30001,37500
"CCBN010000018.1","gene-BN980_GECA18s00197g","gene-BN980_GECA18s00197g-T1","mRNA","CCBN010000018.1",34902,36959,"+","AVO2","Target of rapamycin complex 2 subunit avo2",NA,"","","PF00023;PF12796;PF13637;PF13857","IPR002110 Ankyrin repeat;IPR020683 Ankyrin repeat-containing domain;IPR036770 Ankyrin repeat-containing domain superfamily","ENOG503P2K8","K:(K) Transcription;L:(L) Replication, recombination and repair;T:(T) Signal transduction mechanisms","GO_function: GO:0005515 - protein binding [Evidence IEA]",NA,NA,"","","",34902,36959,33.7505,30.001,37.5,18,4167,"Cheese_3_Mixed-origin",0.0204925925925926,"dxy",30001,37500
"CCBN010000018.1","gene-BN980_GECA18s01264g","gene-BN980_GECA18s01264g-T1","mRNA","CCBN010000018.1",249702,251348,"+","","Conserved hypothetical protein. Putative type 2C phosphatase protein",NA,"3.1.3.16","","PF07228;PF13672","IPR001932 PPM-type phosphatase domain;IPR036457 PPM-type phosphatase domain superfamily;IPR039123 Protein phosphatase 2C","ENOG503NY5Q","T:(T) Signal transduction mechanisms","GO_function: GO:0016791 - phosphatase activity [Evidence IEA]",NA,NA,"","","",249702,251348,253.7505,250.001,257.5,18,4211,"Cheese_3_Mixed-origin",0.0193903703703704,"dxy",250001,257500
"CCBN010000018.1","gene-BN980_GECA18s01308g","gene-BN980_GECA18s01308g-T1","mRNA","CCBN010000018.1",256888,257343,"-","","Conserved hypothetical protein. Putative sterol carrier protein",NA,"","","PF02036","IPR003033 SCP2 sterol-binding domain;IPR036527 SCP2 sterol-binding domain superfamily;IPR039543 Lipid-binding protein POX18/UbiT/NSL-TP1","ENOG503P46E","S:(S) Function unknown","",NA,NA,"","","",256888,257343,253.7505,250.001,257.5,18,4211,"Cheese_3_Mixed-origin",0.0193903703703704,"dxy",250001,257500
"CCBN010000018.1","gene-BN980_GECA18s01264g","gene-BN980_GECA18s01264g-T1","mRNA","CCBN010000018.1",249702,251348,"+","","Conserved hypothetical protein. Putative type 2C phosphatase protein",NA,"3.1.3.16","","PF07228;PF13672","IPR001932 PPM-type phosphatase domain;IPR036457 PPM-type phosphatase domain superfamily;IPR039123 Protein phosphatase 2C","ENOG503NY5Q","T:(T) Signal transduction mechanisms","GO_function: GO:0016791 - phosphatase activity [Evidence IEA]",NA,NA,"","","",249702,251348,253.7505,250.001,257.5,18,4211,"Cheese_3_Wild",0.027647619047619,"dxy",250001,257500
"CCBN010000018.1","gene-BN980_GECA18s01308g","gene-BN980_GECA18s01308g-T1","mRNA","CCBN010000018.1",256888,257343,"-","","Conserved hypothetical protein. Putative sterol carrier protein",NA,"","","PF02036","IPR003033 SCP2 sterol-binding domain;IPR036527 SCP2 sterol-binding domain superfamily;IPR039543 Lipid-binding protein POX18/UbiT/NSL-TP1","ENOG503P46E","S:(S) Function unknown","",NA,NA,"","","",256888,257343,253.7505,250.001,257.5,18,4211,"Cheese_3_Wild",0.027647619047619,"dxy",250001,257500
"CCBN010000018.1","gene-BN980_GECA18s02221g","gene-BN980_GECA18s02221g-T1","mRNA","CCBN010000018.1",469398,470552,"+","","hypothetical protein",NA,"","","PF10253","IPR018800 Proline-rich protein PRCC","ENOG503NYXH","S:(S) Function unknown","",NA,NA,"","","",469398,470552,473.7505,470.001,477.5,18,4255,"Cheese_3_Wild",0.0190352380952381,"dxy",470001,477500
"CCBN010000018.1","gene-BN980_GECA18s02232g","gene-BN980_GECA18s02232g-T1","mRNA","CCBN010000018.1",470679,471971,"-","","hypothetical protein",NA,"","EOG093425O8","PF07767","IPR011687 Ribosome biogenesis protein Nop53/GLTSCR2","ENOG503NZY5","S:(S) Function unknown","",NA,NA,"","","similar to Saccharomyces cerevisiae YPL146C NOP53 Nucleolar protein, involved in biogenesis of the 60S subunit of the ribosome",470679,471971,473.7505,470.001,477.5,18,4255,"Cheese_3_Wild",0.0190352380952381,"dxy",470001,477500
"CCBN010000018.1","gene-BN980_GECA18s02276g","gene-BN980_GECA18s02276g-T1","mRNA","CCBN010000018.1",476405,477406,"-","","Hypothetical protein, no similarity",NA,"","","","","","","",NA,NA,"","","",476405,477406,473.7505,470.001,477.5,18,4255,"Cheese_3_Wild",0.0190352380952381,"dxy",470001,477500
"CCBN010000018.1","gene-BN980_GECA18s00164g","gene-BN980_GECA18s00164g-T1","mRNA","CCBN010000018.1",29061,30503,"+","","hypothetical protein",NA,"","","","","ENOG503P244","S:(S) Function unknown","",NA,NA,"","","",29061,30503,33.7505,30.001,37.5,18,4167,"Mixed-origin_Cheese clade",0.0204129822029822,"dxy",30001,37500
"CCBN010000018.1","gene-BN980_GECA18s00175g","gene-BN980_GECA18s00175g-T1","mRNA","CCBN010000018.1",30812,33151,"-","FLC1","to Saccharomyces cerevisiae FLC3 (YGL139W) and flc1 (YPL221W)",NA,"","","PF02221;PF06011;PF14558","IPR003172 MD-2-related lipid-recognition domain;IPR010308 TRP, C-terminal;IPR032800 ML-like domain;IPR040241 Transient receptor potential channel Flc/Pkd2-like","ENOG503NW1I","U:(U) Intracellular trafficking, secretion, and vesicular transport","",NA,NA,"","","",30812,33151,33.7505,30.001,37.5,18,4167,"Mixed-origin_Cheese clade",0.0204129822029822,"dxy",30001,37500
"CCBN010000018.1","gene-BN980_GECA18s00197g","gene-BN980_GECA18s00197g-T1","mRNA","CCBN010000018.1",34902,36959,"+","AVO2","Target of rapamycin complex 2 subunit avo2",NA,"","","PF00023;PF12796;PF13637;PF13857","IPR002110 Ankyrin repeat;IPR020683 Ankyrin repeat-containing domain;IPR036770 Ankyrin repeat-containing domain superfamily","ENOG503P2K8","K:(K) Transcription;L:(L) Replication, recombination and repair;T:(T) Signal transduction mechanisms","GO_function: GO:0005515 - protein binding [Evidence IEA]",NA,NA,"","","",34902,36959,33.7505,30.001,37.5,18,4167,"Mixed-origin_Cheese clade",0.0204129822029822,"dxy",30001,37500
"CCBN010000018.1","gene-BN980_GECA18s01264g","gene-BN980_GECA18s01264g-T1","mRNA","CCBN010000018.1",249702,251348,"+","","Conserved hypothetical protein. Putative type 2C phosphatase protein",NA,"3.1.3.16","","PF07228;PF13672","IPR001932 PPM-type phosphatase domain;IPR036457 PPM-type phosphatase domain superfamily;IPR039123 Protein phosphatase 2C","ENOG503NY5Q","T:(T) Signal transduction mechanisms","GO_function: GO:0016791 - phosphatase activity [Evidence IEA]",NA,NA,"","","",249702,251348,253.7505,250.001,257.5,18,4211,"Mixed-origin_Cheese clade",0.0185709523150619,"dxy",250001,257500
"CCBN010000018.1","gene-BN980_GECA18s01308g","gene-BN980_GECA18s01308g-T1","mRNA","CCBN010000018.1",256888,257343,"-","","Conserved hypothetical protein. Putative sterol carrier protein",NA,"","","PF02036","IPR003033 SCP2 sterol-binding domain;IPR036527 SCP2 sterol-binding domain superfamily;IPR039543 Lipid-binding protein POX18/UbiT/NSL-TP1","ENOG503P46E","S:(S) Function unknown","",NA,NA,"","","",256888,257343,253.7505,250.001,257.5,18,4211,"Mixed-origin_Cheese clade",0.0185709523150619,"dxy",250001,257500
"CCBN010000018.1","gene-BN980_GECA18s01264g","gene-BN980_GECA18s01264g-T1","mRNA","CCBN010000018.1",249702,251348,"+","","Conserved hypothetical protein. Putative type 2C phosphatase protein",NA,"3.1.3.16","","PF07228;PF13672","IPR001932 PPM-type phosphatase domain;IPR036457 PPM-type phosphatase domain superfamily;IPR039123 Protein phosphatase 2C","ENOG503NY5Q","T:(T) Signal transduction mechanisms","GO_function: GO:0016791 - phosphatase activity [Evidence IEA]",NA,NA,"","","",249702,251348,253.7505,250.001,257.5,18,4211,"Mixed-origin_Wild",0.0276291005291005,"dxy",250001,257500
"CCBN010000018.1","gene-BN980_GECA18s01308g","gene-BN980_GECA18s01308g-T1","mRNA","CCBN010000018.1",256888,257343,"-","","Conserved hypothetical protein. Putative sterol carrier protein",NA,"","","PF02036","IPR003033 SCP2 sterol-binding domain;IPR036527 SCP2 sterol-binding domain superfamily;IPR039543 Lipid-binding protein POX18/UbiT/NSL-TP1","ENOG503P46E","S:(S) Function unknown","",NA,NA,"","","",256888,257343,253.7505,250.001,257.5,18,4211,"Mixed-origin_Wild",0.0276291005291005,"dxy",250001,257500
"CCBN010000018.1","gene-BN980_GECA18s02221g","gene-BN980_GECA18s02221g-T1","mRNA","CCBN010000018.1",469398,470552,"+","","hypothetical protein",NA,"","","PF10253","IPR018800 Proline-rich protein PRCC","ENOG503NYXH","S:(S) Function unknown","",NA,NA,"","","",469398,470552,473.7505,470.001,477.5,18,4255,"Mixed-origin_Wild",0.01828,"dxy",470001,477500
"CCBN010000018.1","gene-BN980_GECA18s02232g","gene-BN980_GECA18s02232g-T1","mRNA","CCBN010000018.1",470679,471971,"-","","hypothetical protein",NA,"","EOG093425O8","PF07767","IPR011687 Ribosome biogenesis protein Nop53/GLTSCR2","ENOG503NZY5","S:(S) Function unknown","",NA,NA,"","","similar to Saccharomyces cerevisiae YPL146C NOP53 Nucleolar protein, involved in biogenesis of the 60S subunit of the ribosome",470679,471971,473.7505,470.001,477.5,18,4255,"Mixed-origin_Wild",0.01828,"dxy",470001,477500
"CCBN010000018.1","gene-BN980_GECA18s02276g","gene-BN980_GECA18s02276g-T1","mRNA","CCBN010000018.1",476405,477406,"-","","Hypothetical protein, no similarity",NA,"","","","","","","",NA,NA,"","","",476405,477406,473.7505,470.001,477.5,18,4255,"Mixed-origin_Wild",0.01828,"dxy",470001,477500
